style,Name,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall
Brown,Leffe Brune / Brown,Abbaye de Leffe S.A.,Abbaye de Leffe S.A. Leffe Brune / Brown,"Notes:Savor the Mystery of the agesThe authentic Belgian Abbey ale: Enjoy this delicious malt forward ale, accentuated with subtle caramel and roasted notes from dark malts\t",6.5,15,25,11,57,21,26,98,18,0,41,24,31,125,3.711429,3.971429,3.777143,3.88,3.828571
Brown,Noire De Chambly / Chambly Noire,Unibroue,Unibroue Noire De Chambly / Chambly Noire,"Notes:Name changed from Chambly Noire to Noire de Chambly in Aug. 2009.This dark ale was created in honour of the brave soldiers of the Carignan-Salières Regiment, with their famous black musketeer hats. In 1665, King Louis XIV sent the regiment to New France to defend against the Iroquois. He had a number of strategic forts, including Fort Chambly, built along the Richelieu River, ensuring peace and prosperity for the colony. Many French Canadians are the direct descendants of these intrepid forebears.\t",6.2,15,25,15,45,25,18,89,61,0,76,22,66,58,3.656786,3.872075,3.583463,3.665367,3.74025
Brown,Belgian Freeze Belgian Style Winter Ale,River Horse Brewing Co.,River Horse Brewing Co. River Horse Belgian Freeze Belgian Style Winter Ale,"Notes:Our warming winter Ale is amber in color, malty and full bodied. Belgian yeast provides a variety of delicate characteristics in the nose and on the palate.\t",8,15,25,7,29,31,18,82,36,1,52,20,16,38,3.603896,3.685065,3.422078,3.522727,3.516234
Brown,Rejection,Russian River Brewing Company,Russian River Brewing Company Rejection,Notes:,6.1,15,25,7,85,8,38,91,35,0,40,35,25,97,3.836735,4.05102,3.836735,3.887755,4.010204
Brown,La Rullés Cuvée Meilleurs Voeux (Bière De Gaume),Brasserie Artisanale De Rullés SPRL,Brasserie Artisanale De Rullés SPRL La Rullés Cuvée Meilleurs Voeux (Bière De Gaume),Notes:,7.3,15,25,23,60,27,31,121,54,0,73,33,52,63,3.851064,3.968085,3.87234,3.957447,4.085106
Brown,Werewolf,Rinkuškiai Alaus Darykloje,Rinkuškiai Alaus Darykloje Werewolf,Notes:Lithuania’s world-famous beer-making traditions take their roots in antiquity. Lithuanians know their beer and truly appreciate this remarkable potation. Today many old families possess unique beer recipes passed down to them from generation to generation.\t,8.2,15,25,7,35,45,18,87,32,0,40,16,4,76,2.951923,3.278846,2.855769,2.903846,2.807692
Brown,Tempelier,Brouwerij Corsendonk,Brouwerij Corsendonk Tempelier,Notes:,6,15,25,42,50,13,28,89,57,2,60,41,19,68,3.833333,3.777778,3.777778,3.722222,4
Brown,Bink Bruin,Brouwerij Kerkom,Brouwerij Kerkom Bink Bruin,Notes:,5.5,15,25,12,65,16,33,116,34,0,57,36,12,80,3.587302,3.65873,3.5,3.555556,3.650794
Brown,Biscotti,Lift Bridge Brewery,Lift Bridge Brewery Biscotti,Notes:,7,15,25,14,31,24,12,53,30,0,51,15,80,76,3.611111,3.666667,3.5,3.166667,3.222222
Brown,Fullsuit Belgian-Style Brown Ale,Karl Strauss Brewing Company,Karl Strauss Brewing Company Fullsuit Belgian-Style Brown Ale,Notes:,6.3,15,25,19,50,21,20,62,30,0,38,21,27,103,3.557692,3.75,3.634615,3.576923,3.711538
Brown,D’Tango Unchained,Weyerbacher Brewing Co.,Weyerbacher Brewing Co. Tango,"Notes:D’Tango Unchained is a Belgian-Style Dark Ale brewed with cherries (AKA Tango), which we then aged in oak barrels with Brettanomyces. The result is a 9.6% ABV deep amber brew with ruby highlights. Aroma has subtle hints of banana, along with tart cherry, soft vanilla and oak. Not overly sweet, tasting yields a nice, tart cherry and lingering malty flavors that finish dry.\t",9.6,15,25,32,52,21,2,81,147,0,117,16,33,47,3.636364,3.590909,3.454545,3.363636,3.318182
Brown,Winter Koninck,Brouwerij De Koninck NV,Brouwerij De Koninck NV Winter Koninck,Notes:,6.5,15,25,5,45,24,15,100,31,0,40,15,43,51,3.382353,3.647059,3.463235,3.389706,3.477941
Brown,Tongerlo 6 Dubbel Bruin,Brouwerij Haacht NV,Brouwerij Haacht NV Tongerlo 6 Dubbel Bruin,Notes:,6.5,15,25,9,35,5,18,82,25,0,46,10,5,52,3.26087,3.826087,3.326087,3.347826,3.326087
Brown,Bière De Noël,Brasserie Thiriez,Brasserie Thiriez Bière De Noël,Notes:,5.8,15,25,19,55,12,17,59,62,1,54,27,63,81,3.707317,3.792683,3.52439,3.573171,3.573171
Brown,Abbey Ale,Cathedral Square Brewery,Cathedral Square Brewery Belgian-Style Abbey Ale,"Notes:This traditional Belgian-style ale is brewed using five malts, two hop varieties and authentic Trappist Belgian yeast.\t",6.5,15,25,11,46,18,25,60,25,1,43,31,22,92,3.5,3.694444,3.416667,3.361111,3.333333
Brown,Leffe De Noël,Abbaye de Leffe S.A.,Abbaye de Leffe S.A. Leffe De Noël,Notes:,6.6,15,25,6,29,23,18,66,28,0,29,14,45,52,3.59375,3.9375,3.125,3.15625,3.09375
Brown,Proletary Ale,The Brewer's Art,The Brewer's Art Brewer's Art Proletary Ale,"Notes:After much demand for a seriously dark beer, we came up with this delicacy. Black, smooth and easy to drink, this is our beer for the people!5%abv\t",5,15,25,15,66,14,44,52,4,0,9,31,11,92,3.73913,4.086957,3.847826,3.956522,3.978261
Brown,Black Jack (Bourbon Barrel Aged),North by Northwest Restaurant & Brewery,North by Northwest Restaurant & Brewery Black Jack (Bourbon Barrel Aged),Notes:,0,15,25,6,37,46,6,49,11,0,20,11,26,77,3.966667,3.866667,3.9,4,4
Brown,La Rullés Brune (Bière De Gaume),Brasserie Artisanale De Rullés SPRL,Brasserie Artisanale De Rullés SPRL La Rullés Brune (Bière De Gaume),Notes:,6.5,15,25,12,55,12,17,100,29,0,43,29,17,94,3.5,3.8,3.5,3.55,3.55
Brown,La Petite Mort,Black Raven Brewing Co.,Black Raven Brewing Co. La Petite Mort,Notes:,8.7,15,25,3,12,5,4,19,8,0,9,3,7,12,3.9,4,4,4.2,4.1
Brown,Leffe Rossa,Abbaye de Leffe S.A.,Abbaye de Leffe S.A. Leffe Rossa,Notes:Also known as Leffe Bière De Printemps,6.6,15,25,12,26,12,11,49,18,0,18,13,24,48,3.666667,3.666667,3.333333,3.333333,3.5
Brown,North By Northwest Okanogan Black Ale,North by Northwest Restaurant & Brewery,North by Northwest Restaurant & Brewery North By Northwest Okanogan Black Ale,Notes:,0,15,25,3,22,3,14,18,4,0,4,12,7,46,3.388889,3.833333,3.388889,3.666667,3.777778
Brown,Valeir Donker,Brouwerij Contreras,Brouwerij Contreras Valeir Donker,Notes:,6.5,15,25,12,54,6,19,94,29,0,58,16,10,48,4,4.272727,3.863636,3.863636,3.863636
Brown,Blind Ambition,Ladyface Ale Companie,Ladyface Ale Companie Blind Ambition,"Notes:A Belgian style Amber ale with good malt structure, faint undertones of chocolate and a beautiful copper amber hue. This new batch will clock in with moderately strong alcohol and low bitterness levels.\t",6.4,15,25,2,7,6,6,16,7,1,7,7,3,18,3.666667,4,4,3.833333,4
Brown,Nut Brown AleSamuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Nut Brown Ale,Notes:,5,15,25,11,55,5,25,77,18,0,40,42,2,136,3.92437,4.124905,3.995034,4.097403,4.152788
Brown,Maduro Brown Ale,Cigar City Brewing,Cigar City Brewing Maduro Oatmeal Brown Ale,"Notes:Formerly Maduro Oatmeal Brown AleMaduro is a Northern English-style Brown Ale with some American affectations. Higher in alcohol than the common English Brown Ale, the beer features flaked oats in the malt bill which imparts a silky body and works to mesh its roasted, toasted and chocolate components together. The end result is a remarkably full-flavored yet approachable Brown Ale that pairs well with mild to medium cigars.25 IBU\t",5.5,15,25,12,87,5,54,73,7,0,16,27,13,157,3.885227,3.922727,3.915909,4.056818,4.05
Brown,Turbodog,Abita Brewing Co.,Abita Brewing Co. Turbodog,"Notes:Turbodog is a dark brown ale brewed with Willamette hops and a combination of pale, crystal and chocolate malts. This combination gives Turbodog its rich body and color and a sweet chocolate toffee-like flavor. Turbodog began as a specialty ale but has gained a huge loyal following and has become one of our flagship brews.28 IBU\t",5.6,15,25,10,53,5,49,75,8,0,20,34,11,118,3.515964,3.836374,3.513113,3.645382,3.706956
Brown,Southern Pecan,Lazy Magnolia Brewing Company,Lazy Magnolia Brewing Company Southern Pecan,"Notes:Southern Pecan Nut Brown Ale is the first beer in the world, to our knowledge, made with whole roasted pecans. The pecans are used just like grain and provide a nutty characteristic and a delightful depth to the flavor profile. This beer is very lightly hopped to allow the malty, caramel, and nutty flavors shine through. The color is dark mahogany. Southern Pecan won a Bronze Medal in the 2006 World Beer Cup in the Specialty Beer category.19 IBU\t",4.5,15,25,10,42,6,24,69,9,0,15,33,6,149,3.655128,3.671795,3.624359,3.832051,3.961538
Brown,Fat Squirrel Ale,New Glarus Brewing Company,New Glarus Brewing Company Fat Squirrel Ale,Notes:,5.8,15,25,12,53,12,44,77,19,1,24,57,9,148,3.690372,3.742888,3.786652,3.905908,3.991247
Brown,Nut Brown Ale,AleSmith Brewing Company,AleSmith Brewing Company AleSmith Nautical Nut Brown Ale,"Notes:Formerly known as Nautical Nut Brown Ale.AleSmith Nut Brown is a tribute to one of our favorite British styles. Deep mahogany in color, its rich, malt forward flavor profile balances notes of biscuit, mild cocoa and earthy hops. A creamy mouthfeel and full body enhances its drinkability, making Nut Brown an extremely sessionable, ale that embodies our commitment to quality.\t",5,15,25,23,74,12,33,52,11,2,7,33,4,131,3.863636,3.993506,3.928571,4.097403,4.149351
Brown,Downtown Brown,Lost Coast Brewery and Cafe,Lost Coast Brewery and Cafe Downtown Brown,Notes:,5,15,25,4,36,2,15,48,7,0,11,13,1,78,3.57265,3.69943,3.552707,3.685185,3.801994
Brown,Winter Ale,Weyerbacher Brewing Co.,Weyerbacher Brewing Co. Winter Ale,Notes:This beer is not spiced.\t,5.6,15,25,14,38,9,23,70,11,0,23,16,22,86,3.4189600000000002,3.7263,3.426606,3.414373,3.525994
Brown,Georgia Brown,SweetWater Brewing Company,SweetWater Brewing Company Sweetwater Georgia Brown,"Notes:The malt bill gives a subtle nutty & toasty flavors and the chocolate malt provides a rich cocoa flavor with aromas that range from roasted coffee to chocolate-covered dark fruits. The hops used provides excellent bitterness in relation to the chocolate notes of the malt. The flavor and aroma provide clean floral, fruity and herbal notes. A light dose of hops brings balance to all.\t",5.1,15,25,10,66,3,57,80,9,0,12,53,2,138,3.445876,3.502577,3.443299,3.528351,3.693299
Brown,Boffo Brown Ale,Dark Horse Brewing Company,Dark Horse Brewing Company Dark Horse Boffo Brown Ale,"Notes:The Boffo Brown ale is a beer that we brewed years ago and then put it in semi retirement for a couple years while we focused on other brands at the brewery. We have recently put it back onto active duty and are brewing it all year. The beer itself is delicious and is a favorite to many of us here at the brewery. Just as most of our beers it's on the ""full body"" scale pushing the envelope of what an American Brown Ale is to most people. The beer is a very deep/dark color of brown with a nice creamy tan head. The mouthfeel of the beer is very soft and is very drinkable. Flavors of malt, caramel, toffee, and a mild earthy nutty finish allow this beer to be paired with hearty food and sips of bourbon.\t",7,15,25,11,80,18,60,66,4,0,9,56,8,130,3.832,3.776,3.716,3.876,3.848
Brown,Oatmeal Raisin Cookie Brown Ale,Cigar City Brewing,Cigar City Brewing Maduro Oatmeal Brown Ale - Oatmeal Raisin Cookie,"Notes:The genesis of the beer you're holding in your hand was pretty simple. We asked ourselves, ""What if a beer tasted like an oatmeal raisin cookie?"" The answer to our rhetorical question was to add raisins, lactose and cinnamon to Maduro, our English-style Brown Ale, a beer that showcases flavors of caramel, toffee and chocolate. The combination of the base beer and the additional ingredients resulted in a beer that tastes like it was baked in Grandma's oven.25 IBU\t",5.5,15,25,6,66,12,19,133,18,3,60,17,72,162,4.014706,3.970588,3.790441,4.125,3.974265
Brown,Rugged Trail Nut Brown Ale,Tröegs Brewing Company,Tröegs Brewing Company Tröegs Rugged Trail Nut Brown Ale,"Notes:Rugged Trail Nut Brown Ale is back on tap in our Tasting Room for a limited time. Originally released as “Nut Brown Ale,” Rugged Trail was eventually given a makeover and became one of our first year-round beers. Rugged Trail boasts a deep bronze hue, rocky head, and subtle hop aroma. Toasted Amber and Chocolate malts impart a rich nutty character and creamy texture, making Rugged Trail an obvious quaffing delight! 5.0% ABV and 33 IBU. 2014 Availability: draft and growler fills only.\t",5,15,25,14,64,3,54,59,16,0,15,52,8,148,3.626096,3.765351,3.587719,3.708333,3.900219
Brown,Black Toad Dark Ale,Black Toad Brewing Co.,Black Toad Brewing Co. Black Toad Dark Ale,Notes:,5.3,15,25,8,48,7,57,50,5,1,7,47,1,114,3.446009,3.647887,3.462441,3.525822,3.629108
Brown,Brown Ale,Legend Brewing Co.,Legend Brewing Co. Brown Ale,"Notes:Our most popular beer, Legend's is a full bodied version of a British Brown Ale. Expect a rich, malt-forward brew with a beautiful mahogany tone. Generous amounts of specialty malts bring flavors of sweet caramel, toasted nuts, coffee, and molasses, all perfectly balanced by a steady but cautious hop dryness. Fruity undertones provided by our house yeast strain bring the final flavor element to round out this world class ale.\t",6,15,25,19,34,6,34,42,9,0,5,30,0,84,3.734694,3.882653,3.811224,3.897959,3.994898
Brown,Nut Brown Ale,Ithaca Beer Company,Ithaca Beer Company Nut Brown Ale,"Notes:The rich mahogany hue of the Nut Brown is the first thing you will notice. You’ll find subtle hints of both chocolate & coffee. We delicately blend chocolate & caramel malts with four others to make this flavorful, easy drinking beer. The malt character will appeal to those looking for a moderate dark ale, but the smoothness is what will surprise all.\t",5.4,15,25,8,62,18,53,62,4,0,6,35,15,168,3.668421,3.597368,3.531579,3.65,3.723684
Brown,Pig's Ear Brown Ale,Woodstock Inn Brewery,Woodstock Inn Brewery Pig's Ear Brown Ale,Notes:Medium bodied with a balance of roasted and crystal malts creating a hearty nutty flavor. Medium bitterness with a slightly sweet finish.25 IBU\t,4.3,15,25,12,55,12,46,66,13,0,10,53,4,130,3.517699,3.699115,3.517699,3.60177,3.743363
Brown,Nut Brown Ale,Peak Organic Brewing Company,Peak Organic Brewing Company Peak Organic Nut Brown Ale,"Notes:Our Nut Brown Ale starts out very smooth, like an English-style Brown Ale. The use of Chocolate Malt, Munich Malt, and Hallartau Hops give this beer a crisp, nutty finish. Peak Nut Brown is a delectable beer loaded with complex, differentiated flavors that don’t overwhelm the palate, making it a perfect dark beer for food pairing.21 IBU\t",4.7,15,25,17,58,4,54,67,8,0,7,60,3,141,3.539062,3.742188,3.488281,3.554688,3.628906
Brown,Bad Penny,Big Boss Brewing,Big Boss Brewing Bad Penny Brown Ale,Notes:,5.2,15,25,13,54,9,24,48,12,0,11,21,2,103,3.592593,3.611111,3.524691,3.679012,3.790123
Brown,Euforia,DuClaw Brewing Company,DuClaw Brewing Company Euphoria,Notes:22 IBU\t,5,15,25,11,48,8,29,65,5,0,5,29,8,147,3.9375,3.5,3.5625,3.75,3.5
Brown,Brown Ale,Upslope Brewing Company,Upslope Brewing Company Brown Ale,"Notes:Our medium-bodied Brown Ale is brewed in the English tradition, with an infusion of American creativity. The rich, malty backbone balances an assertive hop character, and ends with a smooth, dry finish. Our Brown Ale boasts a dark brown body that supports a creamy tan head.\t",6.7,15,25,17,83,13,64,90,9,0,6,54,11,154,3.714286,3.857143,3.857143,3.904762,3.857143
Brown,Brunette Nut Brown Ale,Nebraska Brewing Company,Nebraska Brewing Company NBC Brunette Nut Brown Ale,Notes:Our version of the classic English-style Brown Ale has a blend of six different malts and a hop schedule that results in a low hop character. The unique malt character brings to mind the taste of a blend of various nuts.15 IBU\t,4.8,15,25,13,55,2,25,64,13,1,21,28,2,117,3.125,3.5,3,3,3.25
Brown,Brown Ale,Saint Arnold Brewing Company,Saint Arnold Brewing Company Saint Arnold Brown Ale,Notes:,5.3,15,25,11,69,8,36,72,12,0,8,37,6,117,3.483333,3.45,3.491667,3.566667,3.666667
Brown,Truck Stop Honey Brown Ale,Back Forty Beer Co.,Back Forty Beer Co. Truck Stop Honey Brown Ale,"Notes:Hops: Magnum and WillametteMalts: Honey malt, Crystall malt and Chocolate maltHoney: Alabama Wildflower (Mobile, AL)\t",6,15,25,9,30,4,15,97,8,0,6,30,2,135,3.65625,3.46875,3.46875,3.5625,3.84375
Brown,Buster Nut Brown Ale,Ska Brewing Co.,Ska Brewing Co. Buster Nut Brown Ale,"Notes:Malts: Victory & MunichHops: Northern Brewer, Cascade, & Willamette\t",5.15,15,25,10,62,11,41,74,9,0,12,39,2,142,3.486957,3.678261,3.291304,3.404348,3.543478
Brown,Nut Brown Ale,Arcadia Brewing Company,Arcadia Brewing Company Arcadia Nut Brown Ale,"Notes:This English-style brown ale has an alluring mahogany color capped by a rich foam head. It is brewed with six different varieties of premium malted barley, creating a robust body and delicious flavor profile featuring hints of chocolate, raisins, dates and almonds. It's ripe fruit notes and malty, sweet finish are counterbalanced by a subtle hop bitterness and aroma.26 IBU\t",6,15,25,8,54,16,42,73,26,0,19,52,7,131,3.415323,3.576613,3.451613,3.451613,3.572581
Brown,Heritage Coffee Brown Ale,Alaskan Brewing Co.,Alaskan Brewing Co. Alaskan Heritage Coffee Brown Ale,"Notes:English malted oats, English chocolate malt and pale malt roasted with coffee beans at Heritage coffee company; Cascade and Calypso hops, and additions of hand-picked Brazilian coffee.19 IBU\t",7,15,25,17,60,13,111,49,11,0,6,31,1,167,4.333333,4,3.666667,4.166667,4
